sxn,txndate,ranking,doughnut,plainbrownie,moltenlava,chickenbread,chickenpatties,pastry,cardamomtea,coffee,chickenpizzal,cheesepizzal,zingerburger,chickenburger,chickenpiece,chickenparatharoll,frenchfries,pizzam,pizzas,shawarma
2121,5/23/23,S,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2122,5/23/23,S,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2123,5/23/23,S,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2124,5/23/23,O,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
2125,5/23/23,H,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2126,5/23/23,O,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0
2127,5/23/23,H,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2128,5/23/23,S,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2129,5/23/23,Se,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2130,5/23/23,S,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2131,5/23/23,O,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2132,5/23/23,S,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2133,5/23/23,S,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2134,5/23/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2135,5/24/23,O,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2136,5/24/23,Se,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2137,5/24/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2138,5/24/23,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2139,5/24/23,S,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2140,5/24/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,5/24/23,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2142,5/24/23,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2143,5/24/23,S,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2144,5/24/23,O,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2145,5/24/23,O,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
2146,5/24/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2147,5/24/23,O,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2148,5/24/23,O,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
2149,5/24/23,S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2150,5/24/23,O,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
2151,5/24/23,H,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2152,5/24/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2153,5/24/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2154,5/24/23,H,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2155,5/24/23,H,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2156,5/24/23,S,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2157,5/24/23,H,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2158,5/24/23,H,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2159,5/24/23,S,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
2160,5/24/23,O,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0
2161,5/24/23,S,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2162,5/24/23,S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2163,5/24/23,H,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2164,5/24/23,S,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2165,5/24/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2166,5/25/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,5/25/23,S,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0
2168,5/25/23,H,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
2169,5/25/23,H,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2170,5/25/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,5/25/23,Se,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2172,5/25/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,5/25/23,O,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2174,5/25/23,O,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
2175,5/25/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,5/25/23,Se,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2177,5/25/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,5/25/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,5/25/23,S,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2180,5/25/23,S,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2181,5/25/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,5/25/23,O,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2183,5/25/23,S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2184,5/25/23,H,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2185,5/25/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,5/25/23,S,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2187,5/25/23,Se,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2188,5/25/23,S,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2189,5/25/23,Se,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2190,5/25/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2191,5/25/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,5/25/23,O,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
2193,5/25/23,S,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2194,5/25/23,Se,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2195,5/25/23,O,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
2196,5/25/23,S,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
2197,5/25/23,O,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0
2198,5/25/23,O,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2199,5/25/23,H,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2200,5/26/23,S,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2201,5/26/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,5/26/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2203,5/26/23,S,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2204,5/26/23,S,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0
2205,5/26/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,5/26/23,H,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2207,5/26/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,5/26/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2209,5/26/23,O,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
2210,5/26/23,S,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
2211,5/26/23,H,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2212,5/26/23,H,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2213,5/26/23,S,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2214,5/26/23,H,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2215,5/26/23,O,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2216,5/26/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2217,5/26/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,5/26/23,Se,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2219,5/26/23,O,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2220,5/26/23,S,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,5/26/23,O,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2222,5/26/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,5/26/23,S,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2224,5/26/23,Se,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2225,5/26/23,H,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
2226,5/26/23,O,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0
2227,5/26/23,S,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1
2228,5/26/23,Se,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,5/26/23,S,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
2230,5/26/23,S,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2231,5/26/23,H,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2232,5/26/23,S,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2233,5/26/23,O,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
2234,5/26/23,H,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2235,5/27/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,5/27/23,O,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
2237,5/27/23,O,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
2238,5/27/23,H,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,5/27/23,S,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2240,5/27/23,O,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2241,5/27/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,5/27/23,O,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2243,5/27/23,S,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2244,5/27/23,H,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2245,5/27/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2246,5/27/23,O,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
2247,5/27/23,S,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2248,5/27/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2249,5/27/23,S,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2250,5/27/23,S,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2251,5/27/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,5/27/23,H,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2253,5/27/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,5/27/23,S,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2255,5/27/23,O,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
2256,5/27/23,O,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2257,5/27/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,5/27/23,O,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
2259,5/27/23,O,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
2260,5/27/23,O,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2261,5/27/23,O,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
2262,5/27/23,Se,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2263,5/27/23,S,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2264,5/27/23,S,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2265,5/27/23,H,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2266,5/28/23,O,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
2267,5/28/23,H,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,5/28/23,O,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1
2269,5/28/23,O,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
2270,5/28/23,H,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2271,5/28/23,S,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2272,5/28/23,Se,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2273,5/28/23,O,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1
2274,5/28/23,O,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2275,5/28/23,O,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2276,5/28/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2277,5/28/23,O,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2278,5/28/23,O,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2279,5/28/23,S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2280,5/28/23,O,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1
2281,5/28/23,H,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2282,5/28/23,S,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
2283,5/28/23,H,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2284,5/28/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2285,5/28/23,O,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
2286,5/28/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2287,5/28/23,H,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2288,5/28/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,5/28/23,H,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2290,5/28/23,O,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2291,5/28/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,5/28/23,O,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
2293,5/28/23,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2294,5/28/23,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2295,5/28/23,S,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
2296,5/28/23,H,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2297,5/28/23,O,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
2298,5/28/23,O,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
2299,5/28/23,S,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
2300,5/28/23,S,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
2301,5/29/23,S,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2302,5/29/23,H,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2303,5/29/23,O,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
2304,5/29/23,Se,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2305,5/29/23,S,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
2306,5/29/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2307,5/29/23,S,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2308,5/29/23,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2309,5/29/23,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2310,5/29/23,Se,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2311,5/29/23,S,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2312,5/29/23,H,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2313,5/29/23,H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2314,5/29/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,5/29/23,O,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
2316,5/29/23,S,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0
2317,5/29/23,S,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
2318,5/29/23,S,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2319,5/29/23,O,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
2320,5/29/23,H,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2321,5/29/23,O,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
2322,5/29/23,Se,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,5/29/23,S,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2324,5/29/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2325,5/29/23,S,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2326,5/29/23,H,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2327,5/29/23,O,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
2328,5/29/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,5/29/23,S,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2330,5/29/23,Se,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,5/29/23,S,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2332,5/29/23,H,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2333,5/29/23,O,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
2334,5/29/23,S,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2335,5/29/23,O,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2336,5/29/23,H,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2337,5/29/23,O,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2338,5/29/23,H,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2339,5/29/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2340,5/30/23,O,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0
2341,5/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,5/30/23,O,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0
2343,5/30/23,Se,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2344,5/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,5/30/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,5/30/23,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2347,5/30/23,H,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2348,5/30/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,5/30/23,H,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,5/30/23,S,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
2351,5/30/23,O,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2352,5/30/23,S,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2353,5/30/23,O,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
2354,5/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,5/30/23,Se,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,5/30/23,O,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
2357,5/30/23,H,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2358,5/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,5/30/23,Se,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,5/30/23,H,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2361,5/30/23,S,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2362,5/30/23,O,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0
2363,5/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,5/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,5/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,5/30/23,Se,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2367,5/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,5/30/23,O,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2369,5/30/23,O,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,5/30/23,S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,5/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,5/30/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,5/30/23,H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2374,5/31/23,Se,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,5/31/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2376,5/31/23,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2377,5/31/23,Se,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2378,5/31/23,O,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0
2379,5/31/23,H,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2380,5/31/23,O,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2381,5/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,5/31/23,S,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2383,5/31/23,S,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2384,5/31/23,H,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2385,5/31/23,O,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2386,5/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,5/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2388,5/31/23,S,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1
2389,5/31/23,H,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2390,5/31/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2391,5/31/23,S,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
2392,5/31/23,O,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2393,5/31/23,Se,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2394,5/31/23,O,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1
2395,5/31/23,S,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2396,5/31/23,O,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
2397,5/31/23,S,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0
2398,5/31/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2399,5/31/23,O,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2400,5/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2401,5/31/23,O,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1
2402,5/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,5/31/23,O,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
2404,5/31/23,O,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2405,5/31/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2406,5/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,5/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2408,5/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2409,5/31/23,H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2410,5/31/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2411,5/31/23,O,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
2412,6/1/23,H,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,6/1/23,O,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
